id,x_pos,y_pos,dist0,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,dist10,dist11,dist12,dist13,dist14,dist15,dist16,dist17,dist18,dist19,dist20,dist21,dist22,dist23,dist24,dist25,dist26,dist27,dist28,dist29,dist30,dist31,dist32,dist33,dist34,dist35,dist36,dist37,dist38,dist39,dist40,dist41,dist42,dist43,dist44,dist45,dist46,dist47,dist48,dist49,dist50,dist51,dist52,dist53,dist54,dist55,dist56,dist57,dist58,dist59,dist60,dist61,dist62,dist63,dist64,dist65,dist66,dist67,dist68,dist69,dist70,dist71,dist72,dist73,dist74,dist75,dist76,dist77,dist78,dist79,dist80,dist81,dist82,dist83,dist84,dist85,dist86,dist87,dist88,dist89,dist90,dist91,dist92,dist93,dist94,dist95,dist96,dist97,dist98,dist99,dist100,dist101,dist102,dist103,dist104,dist105,dist106,dist107,dist108,dist109,dist110,dist111,dist112,dist113,dist114,dist115,dist116,dist117,dist118,dist119,dist120,dist121,dist122,dist123,dist124,dist125,dist126,dist127,dist128,dist129,dist130,dist131,dist132,dist133,dist134,dist135,dist136,dist137,dist138,dist139,dist140,dist141,dist142,dist143,dist144,dist145,dist146,dist147,dist148,dist149,dist150,dist151,dist152,dist153,dist154,dist155,dist156,dist157,dist158,dist159,dist160,dist161,dist162,dist163,dist164,dist165,dist166,dist167,dist168,dist169,dist170,dist171,dist172,dist173,dist174,dist175,dist176,dist177,dist178,dist179,dist180,dist181,dist182,dist183,dist184,dist185,dist186,dist187,dist188,dist189,dist190,dist191,dist192,dist193,dist194,dist195,dist196,dist197,dist198,dist199,dist200,dist201,dist202,dist203,dist204,dist205,dist206,dist207,dist208,dist209,dist210,dist211,dist212,dist213,dist214,dist215,dist216,dist217,dist218,dist219,dist220,dist221,dist222,dist223,dist224,dist225,dist226,dist227,dist228,dist229,dist230,dist231,dist232,dist233,dist234,dist235,dist236,dist237,dist238,dist239,dist240,dist241,dist242,dist243,dist244,dist245,dist246,dist247,dist248,dist249,dist250,dist251,dist252,dist253,dist254,dist255,dist256,dist257,dist258,dist259,dist260,dist261,dist262,dist263,dist264,dist265,dist266,dist267,dist268,dist269,dist270,dist271,dist272,dist273,dist274,dist275,dist276,dist277,dist278,dist279,dist280,dist281,dist282,dist283,dist284,dist285,dist286,dist287,dist288,dist289,dist290,dist291,dist292,dist293,dist294,dist295,dist296,dist297,dist298,dist299
10,191,337,7,56,16,79,89,6,87,24,40,29,0,80,79,70,0,69,30,71,4,79,81,62,68,32,91,44,51,33,88,76,1,92,26,32,43,29,51,59,79,26,8,87,99,93,12,92,30,18,92,85,57,47,50,20,99,70,6,80,14,11,40,39,53,77,17,64,18,75,27,60,48,49,41,32,85,30,26,65,90,13,81,74,31,98,0,0,69,43,29,28,16,76,31,45,22,49,32,97,73,49,24,91,6,92,36,83,46,87,2,1,77,75,88,22,39,14,55,65,53,87,87,9,39,69,84,81,69,23,10,39,91,3,74,96,20,4,15,48,74,6,74,38,7,48,92,40,7,39,65,36,3,30,70,15,82,2,84,30,73,30,52,53,87,76,21,20,89,30,36,55,45,90,44,7,38,46,50,51,97,23,90,9,9,54,76,45,63,6,97,97,16,49,67,56,60,87,79,41,73,38,42,36,41,66,34,64,22,47,21,92,58,75,36,97,16,83,86,23,63,82,74,72,45,5,43,89,83,50,18,63,96,82,72,54,1,79,27,4,61,5,54,26,49,47,99,37,31,46,75,85,54,91,48,13,57,58,73,65,88,41,98,62,98,35,88,31,89,82,89,19,1,34,97,30,68,78,81,47,90,77,80,60,31,81,58,7,6,52,68,74,86,97,64,82,58,38,1,7,26,9
11,256,345,18,77,2,67,23,61,84,33,54,91,80,0,53,53,93,64,45,71,48,36,57,84,33,3,95,87,8,38,98,86,56,22,12,72,26,96,3,20,62,60,28,60,62,52,11,3,36,36,18,17,18,44,73,3,63,95,71,43,74,93,23,89,41,78,76,68,32,35,18,64,41,60,32,15,41,27,14,55,80,44,56,80,62,65,18,5,28,38,23,48,24,43,98,61,77,58,0,46,18,91,54,17,17,64,66,12,58,83,23,28,13,12,97,98,3,91,99,88,66,81,30,71,27,87,98,91,90,44,37,30,13,12,48,95,87,97,39,52,34,26,35,9,37,98,76,32,11,99,13,41,20,83,37,5,69,27,39,80,32,36,88,51,25,53,43,96,6,66,68,83,21,24,29,30,17,57,66,54,33,49,41,11,63,26,56,24,28,27,1,98,35,64,16,24,89,41,56,70,15,93,21,35,61,23,34,86,64,82,78,57,27,31,94,72,44,91,74,45,37,63,29,52,66,78,46,24,50,11,58,74,36,3,88,3,77,41,98,22,84,40,85,33,13,3,6,65,94,39,82,30,40,71,4,63,100,59,10,19,20,77,62,62,67,40,8,88,42,18,85,86,64,70,32,77,67,61,51,68,16,3,89,71,9,59,85,49,11,98,73,65,76,82,40,65,49,93,52,22,95,42
12,400,414,94,98,91,43,63,42,15,60,6,80,79,53,0,89,9,34,87,60,34,75,57,52,47,83,99,85,7,9,32,84,42,5,62,80,85,11,61,32,30,40,57,33,67,1,2,83,100,41,14,47,23,86,51,35,49,42,67,40,30,26,5,12,1,90,38,89,81,16,54,69,5,65,74,45,80,89,71,27,1,95,60,26,29,41,88,7,30,42,82,34,4,64,18,22,67,75,13,93,14,47,18,90,61,87,92,98,88,57,49,58,27,15,34,78,65,29,18,51,22,21,52,100,73,29,35,20,56,64,20,16,38,39,79,90,95,95,77,26,50,33,21,54,32,61,85,2,21,93,65,96,19,26,87,27,24,75,81,7,52,32,66,90,79,7,63,37,5,94,85,9,87,24,89,12,55,86,80,80,52,80,78,73,74,52,17,50,85,57,16,20,15,84,49,66,62,28,79,50,68,17,54,37,43,74,73,78,5,12,41,87,82,26,52,90,17,1,37,50,22,62,42,79,1,98,77,12,75,67,3,71,57,56,64,2,100,98,26,82,85,35,73,23,54,38,90,19,36,19,67,61,67,17,47,79,15,65,91,56,84,6,89,89,94,38,34,8,45,75,37,21,20,22,8,42,30,11,20,52,60,45,53,28,62,11,48,18,2,18,97,70,99,30,3,98,18,26,42,85,47,90
13,480,149,54,76,44,81,43,52,17,74,76,51,70,53,89,0,100,16,14,15,95,75,87,90,3,63,43,97,26,87,31,79,32,4,58,88,65,3,62,52,77,100,58,32,2,39,52,92,91,87,76,96,22,38,85,47,81,5,36,58,86,58,73,47,53,38,81,32,79,42,54,25,98,64,50,88,48,34,5,81,29,67,40,34,65,21,89,69,4,29,75,56,96,25,14,49,53,13,39,14,22,45,60,0,43,58,80,94,91,46,4,34,35,97,92,17,98,97,6,55,73,6,8,64,72,67,86,81,16,19,44,33,74,64,60,56,18,15,42,69,93,42,11,61,87,27,99,62,90,58,64,79,52,97,45,35,24,64,66,75,75,76,72,62,41,47,45,86,85,37,97,79,96,2,12,35,37,72,13,19,47,70,36,81,23,72,31,26,90,89,11,19,49,4,92,67,23,55,18,26,19,82,80,97,68,70,53,83,14,73,99,76,71,20,29,43,59,86,10,43,0,70,94,45,70,49,30,55,94,64,83,43,84,5,45,89,12,22,35,33,44,92,92,89,96,82,21,64,71,99,64,0,7,23,20,91,9,24,44,79,80,31,70,33,10,85,1,98,14,79,67,81,3,16,46,92,62,67,69,81,93,60,13,8,53,36,22,68,58,39,20,98,16,84,68,16,94,69,34,81,31,33
14,362,190,20,86,89,20,18,72,98,36,27,58,0,93,9,100,0,59,98,41,13,19,86,57,49,66,48,1,55,57,50,2,7,36,21,43,64,29,18,36,68,2,86,51,5,74,65,32,92,71,25,75,25,67,32,40,35,27,65,72,82,69,20,56,7,58,3,77,48,80,98,14,77,84,85,9,18,53,22,49,58,82,82,2,6,13,63,6,61,67,42,6,84,21,47,6,17,2,67,12,20,58,29,80,60,99,83,78,8,52,32,78,82,91,63,29,80,1,19,49,87,67,0,0,95,66,13,6,17,6,20,31,26,41,83,25,78,31,84,35,10,69,93,19,33,52,78,23,86,16,23,2,26,75,22,83,81,61,29,50,70,19,55,80,95,34,10,20,69,72,13,63,35,97,8,53,56,48,26,42,47,36,25,59,84,90,30,15,0,98,13,96,100,46,97,30,6,40,82,52,11,79,12,27,29,81,87,44,76,12,95,14,40,4,51,50,30,38,30,73,73,75,17,7,83,49,27,48,7,92,57,91,23,92,85,63,49,89,70,31,89,31,27,73,53,54,22,83,61,54,8,41,22,72,95,84,34,79,95,24,30,43,89,64,71,71,0,42,94,60,28,74,97,8,16,80,68,43,22,97,94,43,47,85,81,20,2,11,45,96,38,84,5,69,11,37,26,16,10,23,82,71
15,310,157,99,65,52,56,86,38,31,64,59,14,69,64,34,16,59,0,37,68,97,92,8,53,100,76,38,83,64,22,92,32,21,67,56,39,56,9,50,8,32,97,6,29,18,74,92,33,41,38,84,15,67,95,38,92,72,56,88,97,24,62,90,47,85,86,60,47,7,83,7,94,59,76,0,97,42,39,4,48,81,15,21,85,12,56,69,68,25,95,88,74,68,99,90,76,67,8,85,10,43,14,60,71,52,39,8,25,78,52,94,42,95,12,58,81,82,33,15,53,42,56,31,36,38,40,13,3,29,97,4,44,75,96,12,69,90,13,32,87,50,56,35,89,58,27,31,11,75,8,73,24,32,66,48,93,45,67,30,0,73,76,60,79,66,6,25,11,56,18,57,30,67,58,81,46,36,14,24,96,93,19,2,6,85,79,3,2,2,64,12,84,22,11,61,87,35,62,87,22,49,3,12,88,47,85,45,30,12,19,52,9,56,83,84,8,93,86,35,69,54,77,61,54,1,10,66,64,28,31,26,67,38,19,60,86,86,67,88,46,77,32,19,22,29,53,24,56,9,41,50,88,33,73,57,10,85,47,58,31,6,59,33,4,16,44,78,39,61,1,48,39,88,26,85,17,17,73,39,35,99,2,51,76,37,9,40,36,58,41,59,69,3,47,13,87,84,50,63,86,42,83
16,494,78,74,24,41,24,75,42,44,41,41,4,30,45,87,14,98,37,0,72,89,55,32,63,57,72,27,33,92,28,62,22,43,46,89,31,53,35,98,46,25,81,87,49,0,100,21,75,71,19,33,21,46,62,82,40,79,14,11,9,1,15,43,63,68,23,22,7,78,79,93,75,67,55,34,5,88,36,17,87,75,24,37,81,19,90,19,36,15,78,42,16,24,91,51,31,33,81,21,20,35,14,33,6,81,22,29,70,38,69,30,6,53,72,8,4,47,33,21,95,89,100,71,23,35,52,33,57,50,79,23,22,66,79,35,91,95,56,14,74,94,25,66,13,16,38,70,19,26,76,71,35,93,87,91,13,87,100,47,49,58,83,12,76,41,91,2,59,66,97,19,100,51,66,86,87,31,17,88,100,99,59,92,95,5,35,37,79,20,3,6,63,8,85,97,35,0,40,81,35,19,49,79,61,94,52,9,44,68,92,21,55,96,2,65,26,31,98,12,84,1,52,72,98,86,18,8,96,27,69,20,62,44,94,8,44,15,27,9,62,75,100,73,77,10,12,71,15,61,87,90,6,4,20,82,36,79,75,33,13,87,64,3,26,67,65,71,100,18,93,41,51,92,94,66,62,74,33,30,6,90,79,8,65,68,0,22,56,60,90,61,18,28,37,22,80,77,65,89,91,28,71
17,280,221,83,49,89,38,42,52,84,89,9,53,71,71,60,15,41,68,72,0,32,86,28,98,55,90,67,47,64,93,34,82,61,86,43,25,51,34,56,58,42,99,13,30,31,18,23,30,58,24,4,39,5,16,50,45,94,44,74,13,29,34,70,29,40,25,72,41,74,48,15,50,93,93,22,63,24,38,84,69,93,52,0,17,27,28,95,90,56,59,11,49,77,65,35,48,98,26,22,92,17,2,94,85,94,80,63,17,7,35,39,0,61,46,21,21,3,11,30,11,26,97,11,42,89,74,55,70,20,77,93,8,69,94,98,64,74,86,73,19,25,0,43,94,70,81,60,3,62,39,64,67,35,18,38,99,38,70,48,92,2,34,93,53,95,23,7,26,61,49,8,72,52,8,38,14,44,55,30,65,23,100,97,100,86,87,24,33,12,21,13,11,60,7,15,95,87,64,39,58,48,30,32,58,56,8,93,46,36,82,16,18,65,23,75,16,3,51,49,6,68,38,87,61,32,68,30,47,54,3,99,86,3,22,18,29,45,16,70,40,53,14,15,8,23,38,93,70,24,18,7,2,38,29,95,61,16,11,40,1,8,61,0,71,27,58,100,18,29,11,35,41,7,32,41,48,23,61,74,4,21,81,53,66,30,82,42,82,36,12,41,13,54,7,91,45,95,64,7,47,11,66
18,290,264,15,84,24,3,79,57,79,9,23,52,4,48,34,95,13,97,89,32,0,88,25,12,45,84,53,56,20,99,37,69,89,22,66,54,59,77,55,49,56,12,75,3,85,96,43,47,88,10,1,78,81,1,86,3,72,0,19,37,46,54,56,74,73,8,69,49,58,21,18,91,88,21,62,59,51,10,96,87,77,61,91,76,14,26,16,24,34,91,68,97,20,92,46,94,53,56,99,100,86,59,13,92,67,76,12,54,11,16,13,15,8,86,97,50,68,8,33,20,39,25,64,22,7,71,20,91,7,8,98,2,24,100,9,66,3,52,87,40,1,2,96,9,91,82,13,25,91,9,16,55,60,86,46,89,30,10,91,12,0,94,20,33,65,71,5,73,58,67,92,15,23,10,0,79,86,94,9,10,11,44,0,64,52,16,84,57,66,67,53,0,20,85,73,100,35,41,1,98,56,60,11,46,32,78,71,70,73,24,55,1,31,45,98,94,12,76,58,96,5,54,64,47,12,51,27,64,3,40,72,27,46,84,94,79,42,9,87,37,76,34,68,14,72,66,41,87,25,1,73,83,41,87,30,56,82,49,47,10,14,64,39,44,10,78,98,41,74,5,12,70,4,85,98,87,8,82,71,17,94,66,90,72,9,46,27,83,75,83,46,23,29,3,82,5,54,29,95,19,88,8
19,6,483,6,70,15,35,89,79,67,91,55,92,79,36,75,75,19,92,55,86,88,0,5,78,74,4,44,15,86,75,51,76,52,91,40,42,25,63,100,63,57,91,78,7,30,99,4,17,23,93,51,98,56,77,45,32,50,28,22,31,38,61,0,62,61,95,75,82,76,67,27,41,68,4,17,100,59,95,0,5,85,41,26,5,92,66,32,98,59,92,85,23,52,23,81,88,53,75,29,64,59,15,22,16,75,63,8,83,11,43,26,56,66,79,0,83,82,53,59,52,55,23,80,69,72,51,87,7,71,35,53,47,3,79,56,70,1,47,4,43,82,81,54,13,35,25,67,23,14,74,17,46,24,9,41,77,5,67,58,56,23,48,6,18,51,24,82,38,27,4,29,15,44,57,82,39,78,70,44,84,36,69,36,17,40,3,36,10,44,31,9,92,6,72,28,68,21,85,81,61,78,32,12,6,41,32,83,40,59,25,51,72,91,44,66,57,39,56,36,84,44,68,30,90,99,48,69,5,8,85,86,90,13,76,32,35,35,57,18,81,4,39,94,24,1,79,54,61,70,44,73,63,62,73,43,66,72,30,75,0,89,86,44,47,59,5,3,54,41,89,76,26,50,56,94,98,16,4,22,47,53,92,49,91,22,55,58,80,94,26,44,78,55,57,41,13,67,59,87,80,48,14
20,421,550,35,94,67,79,65,29,14,80,65,92,81,57,57,87,86,8,32,28,25,5,0,74,17,60,15,39,87,15,97,44,80,63,16,36,43,30,21,96,9,26,79,87,50,46,70,95,93,47,56,52,91,31,26,37,82,18,17,10,6,45,47,38,8,45,78,70,59,88,8,80,92,4,37,70,69,48,81,89,73,46,59,60,99,78,38,2,75,44,63,24,31,86,72,60,99,44,21,33,31,3,93,88,64,14,65,2,92,23,73,45,37,65,74,96,71,79,26,34,3,27,89,76,30,0,100,5,54,29,47,91,56,44,22,71,28,2,32,21,74,70,8,8,38,48,17,14,23,57,8,41,35,50,96,23,38,92,46,13,90,26,82,8,84,13,39,77,47,4,13,82,64,75,11,85,48,64,97,42,69,21,98,15,59,9,98,67,86,30,1,40,15,3,55,63,10,46,97,83,79,27,39,0,1,85,19,2,79,95,23,9,61,27,20,34,39,82,65,16,36,95,4,34,21,71,24,50,29,29,21,43,90,74,65,17,86,54,10,64,28,40,18,88,78,4,51,22,33,66,17,63,35,67,11,26,25,16,47,73,60,89,88,34,67,80,88,66,44,94,19,69,82,88,2,56,98,62,18,1,20,82,94,87,89,100,80,30,52,68,27,78,45,15,32,79,99,48,22,14,4,29
21,490,237,54,99,85,40,70,25,33,18,93,47,62,84,52,90,57,53,63,98,12,78,74,0,34,20,89,25,75,73,33,70,15,43,91,19,41,39,20,40,75,12,76,43,89,62,55,39,68,68,46,25,61,22,29,27,11,43,25,30,90,25,28,94,58,48,58,92,42,56,43,50,67,9,43,25,10,67,50,44,48,95,22,39,36,76,50,56,49,76,20,39,90,28,68,58,91,52,94,8,60,96,69,17,98,46,3,49,75,71,17,63,43,74,72,82,26,92,71,67,10,85,47,99,51,96,49,17,20,26,3,31,82,4,41,75,4,79,17,72,26,62,24,73,49,17,39,1,11,23,5,0,25,52,74,32,65,72,51,68,14,24,81,56,54,95,95,29,72,3,17,53,86,32,25,81,79,89,89,20,97,56,47,52,74,92,90,15,25,62,69,66,15,46,79,100,64,60,34,68,16,21,8,60,18,93,37,95,28,89,85,28,23,65,100,1,18,33,61,44,84,55,79,2,16,5,76,74,66,81,44,5,5,99,49,66,84,22,48,48,94,41,21,50,52,66,2,65,18,0,26,26,35,91,56,44,79,55,25,31,0,51,29,85,33,71,33,31,81,70,32,45,34,56,92,33,24,48,44,26,96,99,89,88,67,34,52,48,17,76,76,76,73,37,11,7,85,7,94,74,19,4
22,204,119,9,77,73,10,94,64,84,60,13,83,68,33,47,3,49,100,57,55,45,74,17,34,0,86,90,71,46,47,72,57,36,74,76,20,97,34,98,6,56,58,65,65,64,92,82,87,27,43,84,23,47,95,61,77,23,53,99,59,66,65,61,99,58,71,28,90,31,96,96,97,89,74,28,49,41,72,1,6,15,67,69,26,64,25,1,82,95,66,10,29,34,7,29,99,79,13,86,26,20,63,61,75,3,6,50,19,90,15,7,90,57,95,30,73,26,77,48,3,33,50,8,2,86,48,30,61,76,34,96,93,63,91,93,79,1,23,47,59,36,17,64,62,83,89,95,47,38,41,41,59,94,39,6,68,13,47,15,39,17,39,17,52,0,93,1,87,81,23,29,59,62,0,66,64,94,39,63,53,45,45,48,96,80,22,46,65,48,89,47,41,63,79,20,24,50,80,93,89,41,42,26,15,59,37,76,71,91,42,53,70,0,24,86,70,89,79,23,4,11,13,88,66,17,99,43,93,0,45,24,99,18,26,55,9,22,32,75,8,20,6,81,26,17,10,27,78,95,73,73,51,86,60,25,48,67,7,74,99,54,12,11,37,32,92,33,19,38,37,45,48,81,89,90,75,5,100,52,24,17,97,28,33,61,84,22,98,100,97,1,15,43,3,41,32,17,27,83,4,11,57
23,36,359,41,17,100,54,21,24,22,47,9,89,32,3,83,63,66,76,72,90,84,4,60,20,86,0,37,26,44,23,44,8,93,64,32,90,46,7,30,21,46,73,96,26,60,28,33,81,33,83,50,72,83,60,67,65,40,67,8,100,27,62,99,24,61,1,88,87,96,99,46,16,49,4,57,6,12,46,4,45,42,13,76,12,14,8,13,19,0,9,55,40,2,7,16,66,10,20,21,64,92,11,92,54,87,96,35,0,28,20,1,27,58,59,47,95,70,68,90,13,58,69,4,88,87,25,13,67,47,80,51,65,47,6,45,21,32,33,71,62,23,1,45,5,81,86,8,28,21,49,10,14,87,4,18,41,31,93,69,99,66,74,26,94,35,23,63,52,49,56,77,36,40,59,71,17,97,7,77,64,44,22,55,69,96,64,14,47,66,72,55,53,4,86,37,89,74,62,73,94,54,91,71,73,2,56,21,59,93,32,75,97,3,92,89,82,42,4,35,27,86,8,14,42,96,36,84,20,3,34,72,62,93,69,34,26,82,62,16,87,60,50,92,44,81,90,8,35,59,43,76,3,57,45,16,64,63,23,78,47,4,33,91,72,72,35,0,21,87,61,24,97,31,98,15,13,99,10,53,71,61,81,97,39,49,83,79,17,71,95,23,89,72,62,22,34,63,85,87,77,44,87
24,537,220,54,99,2,40,92,75,1,34,8,42,91,95,99,43,48,38,27,67,53,44,15,89,90,37,0,14,48,9,1,91,98,76,53,5,93,80,6,25,14,38,78,73,92,7,94,6,77,5,53,56,71,14,6,3,83,56,80,33,58,49,92,96,71,67,54,62,4,6,67,54,63,18,94,58,51,55,50,26,58,83,41,66,41,45,80,25,24,17,61,68,46,78,99,72,70,80,56,33,6,73,7,95,48,28,81,13,3,96,26,77,40,53,42,68,62,21,72,17,75,22,29,98,83,99,80,25,40,28,60,72,94,36,47,13,20,84,31,58,73,42,13,14,42,37,64,21,83,20,61,39,38,90,61,97,84,24,25,25,54,98,20,31,37,32,23,27,70,27,18,27,61,15,50,57,95,57,83,100,13,8,71,96,22,71,1,71,11,43,49,53,75,81,60,64,51,41,84,92,21,18,50,61,74,72,56,26,97,64,92,16,62,49,2,33,53,100,52,20,96,32,97,100,26,74,20,50,64,95,33,25,36,41,92,54,24,53,9,25,63,41,46,47,45,16,51,87,39,100,77,64,40,81,42,64,65,30,27,59,35,9,32,81,18,73,65,47,79,28,70,13,52,32,9,30,38,56,24,6,54,0,83,73,93,66,75,71,63,61,49,33,41,11,62,8,93,64,34,11,26,55
25,279,305,50,14,57,37,13,67,27,24,64,69,44,87,85,97,1,83,33,47,56,15,39,25,71,26,14,0,83,55,55,8,30,88,52,14,70,40,9,38,14,9,77,97,89,89,5,50,16,92,59,89,100,66,26,22,59,37,53,78,24,97,26,5,46,98,74,51,91,27,91,57,6,8,77,78,72,21,99,53,48,46,31,5,3,94,89,44,0,41,9,1,96,28,17,77,37,57,67,37,99,86,40,86,33,96,29,35,13,21,5,59,76,85,83,72,66,47,93,92,0,36,46,94,28,68,31,32,99,65,53,50,84,98,57,20,92,84,3,69,83,64,48,64,79,96,4,86,71,94,6,94,44,32,24,53,13,35,43,53,99,11,22,29,25,16,31,60,29,51,67,75,89,59,39,26,72,45,54,70,0,29,72,29,76,54,27,18,28,4,34,88,27,41,68,40,89,25,63,71,8,60,59,42,70,17,50,19,80,73,74,81,64,25,51,9,47,88,62,89,98,54,9,15,50,32,9,51,76,80,86,71,42,99,9,48,13,86,82,50,83,4,25,94,36,99,1,12,1,62,62,36,48,72,76,56,88,54,84,84,62,91,36,98,70,89,52,62,54,52,87,58,41,91,74,54,2,44,25,73,53,82,36,7,86,93,21,26,81,81,20,41,57,75,38,30,27,98,3,80,81,3
26,406,256,95,9,13,100,69,98,19,43,22,97,51,8,7,26,55,64,92,64,20,86,87,75,46,44,48,83,0,88,40,1,31,98,70,21,85,50,50,5,15,82,34,58,32,44,15,47,16,50,49,71,44,85,94,79,40,16,93,99,35,90,63,19,86,60,43,98,56,1,49,37,50,20,59,5,36,62,1,28,22,92,69,55,46,27,100,65,47,48,96,80,43,92,0,58,79,97,68,53,73,96,25,50,83,35,23,43,12,62,76,42,59,10,83,60,33,34,91,87,5,71,70,80,28,88,11,7,1,95,11,74,91,52,1,41,10,98,22,59,58,63,8,70,99,44,63,72,55,83,90,59,0,51,29,47,8,5,18,85,19,87,25,43,31,88,81,8,94,62,60,87,96,100,34,63,74,36,76,70,51,64,70,87,70,19,73,65,55,36,34,53,78,78,99,8,19,100,76,27,75,95,77,88,13,5,27,5,87,91,99,16,27,50,82,69,53,20,20,29,26,65,90,55,14,62,68,37,90,53,49,26,48,5,55,38,71,39,30,61,26,83,11,69,23,94,46,67,2,94,32,83,81,47,0,99,26,30,6,90,52,30,93,39,81,92,75,7,70,78,10,57,92,27,39,81,0,65,70,89,61,85,8,31,31,26,38,49,81,30,76,20,61,53,83,48,44,72,2,40,10,64
27,362,413,83,53,22,26,84,90,47,63,77,93,33,38,9,87,57,22,28,93,99,75,15,73,47,23,9,55,88,0,55,42,74,83,9,34,91,17,21,69,73,74,37,36,53,48,83,89,63,84,14,52,42,42,69,93,7,8,5,90,46,15,25,77,24,97,55,95,83,89,99,58,57,95,59,33,72,90,3,10,92,88,8,73,31,92,39,41,4,72,71,3,75,37,78,5,39,54,13,61,77,39,88,57,45,42,5,53,26,49,43,67,91,64,3,31,7,80,5,17,0,20,29,44,7,83,91,60,43,11,72,89,28,54,89,52,12,75,24,65,56,57,81,68,58,77,34,19,63,87,1,99,13,53,76,76,72,1,82,95,36,17,12,43,35,12,22,3,48,51,35,81,45,80,65,55,60,77,83,29,2,94,19,99,93,63,76,46,12,94,84,58,48,51,22,32,4,1,53,7,83,41,79,95,67,97,26,59,1,66,31,46,97,94,27,35,39,25,37,7,28,57,85,48,82,4,89,80,46,73,66,51,59,78,26,10,13,89,85,13,69,72,35,52,13,36,99,50,60,100,74,55,21,26,69,59,28,24,42,13,27,48,9,82,38,87,76,5,41,71,31,5,84,19,24,10,21,81,1,1,76,60,58,23,50,75,29,11,73,84,31,10,59,65,94,90,11,31,69,74,48,3
28,547,417,84,21,20,89,25,32,70,88,55,54,88,98,32,31,50,92,62,34,37,51,97,33,72,44,1,55,40,55,0,67,27,78,51,93,64,47,26,76,21,59,31,13,91,81,38,30,55,6,70,67,34,33,5,63,13,77,89,73,43,72,53,69,96,52,62,63,90,10,57,65,37,21,83,54,28,72,30,81,87,46,8,9,7,98,72,31,38,21,93,20,12,72,48,67,51,26,92,86,10,69,59,52,15,84,68,26,1,11,87,48,42,43,31,90,3,17,32,79,4,57,24,53,29,84,76,25,35,53,1,17,50,16,8,38,98,32,26,22,43,82,1,5,34,26,72,86,95,58,79,88,37,43,80,65,85,91,81,56,12,55,96,64,12,93,27,25,81,100,85,26,26,65,93,93,81,78,16,7,96,44,30,16,0,6,94,37,14,85,84,15,88,70,37,19,20,96,64,49,63,80,26,58,29,7,43,40,70,14,99,91,67,93,73,11,77,89,81,21,69,80,90,9,86,7,13,26,46,68,96,66,0,6,94,8,51,4,27,89,34,93,70,75,9,39,95,91,66,74,69,22,74,46,84,78,85,40,62,23,26,32,91,36,74,93,47,38,57,18,44,86,53,57,14,10,80,58,16,36,79,54,36,0,0,20,34,37,12,53,81,34,23,40,4,23,23,66,64,29,38,57
29,76,480,59,85,1,58,86,87,72,46,35,10,76,86,84,79,2,32,22,82,69,76,44,70,57,8,91,8,1,42,67,0,92,4,48,97,54,26,55,90,86,92,4,77,15,91,100,63,8,29,14,31,18,56,91,59,37,14,21,84,43,26,38,54,61,56,34,89,1,84,32,80,8,30,64,44,73,62,99,55,86,15,76,30,70,86,22,5,18,50,22,20,66,36,22,31,65,39,96,4,10,76,83,78,91,55,52,32,21,63,44,25,11,57,70,46,40,72,78,36,92,65,71,80,6,46,87,18,2,32,82,43,68,31,12,0,43,32,84,90,5,46,54,49,86,46,76,83,75,29,35,84,94,77,72,17,58,21,76,72,29,85,16,54,41,25,24,7,15,39,2,7,50,94,86,4,45,92,58,68,62,9,19,66,83,67,97,24,41,78,89,95,38,35,39,59,58,18,88,35,9,33,5,64,84,93,51,93,19,29,87,25,32,98,5,89,89,21,87,16,65,12,97,47,84,86,81,22,20,76,31,21,58,83,3,8,81,51,39,89,83,96,56,64,61,22,59,98,32,12,32,4,89,69,31,68,77,73,64,59,36,19,91,45,96,92,70,19,55,25,56,78,41,31,6,61,13,93,67,35,44,4,42,64,98,26,70,80,45,62,73,56,40,67,30,17,43,52,12,38,34,59
30,144,433,71,78,61,39,79,26,48,16,14,61,1,56,42,32,7,21,43,61,89,52,80,15,36,93,98,30,31,74,27,92,0,72,36,78,0,49,94,76,94,24,48,75,47,96,60,97,79,39,3,3,87,67,70,71,14,2,9,88,79,78,47,2,45,53,2,69,88,51,75,90,28,63,46,6,37,42,94,24,58,100,91,17,15,96,3,27,87,33,11,65,100,9,49,5,6,17,60,22,64,62,86,9,51,84,90,89,49,51,71,19,57,58,72,53,59,63,3,22,71,99,24,20,56,92,54,95,38,48,60,57,48,44,27,24,78,87,99,77,27,14,27,47,62,73,33,81,1,62,49,82,91,36,18,14,28,15,18,33,95,21,90,14,14,83,25,0,27,45,0,99,85,53,66,27,61,20,49,42,24,31,6,28,74,42,59,5,65,19,43,34,38,44,64,22,92,89,8,24,45,91,40,75,51,15,68,33,82,35,54,6,97,25,5,34,91,60,85,75,3,69,78,64,5,3,92,68,76,49,75,41,14,51,93,13,99,19,26,98,25,38,88,64,35,83,16,46,29,62,55,85,44,23,52,93,12,53,60,84,43,98,30,93,48,6,26,80,1,95,6,4,86,16,47,74,88,60,53,97,37,68,29,52,90,75,82,95,59,94,34,99,12,30,28,64,1,67,75,41,91,32
